,X,z,z_cat,y_c,y_k,y_r,prd_c,prd,ek_n,er_n,ek,er,ec_k,ec_r,s,blk_d,clay,silt,sand,d10,d50,d90,sp13,sp23,sp33,X0.45um,X0.95um,X15.1um,X209um,X955um,X955.um,m0.2um,m0.6um,m4.3um,m79um,m275um,m1260um,hr_cs,h_3,hrel_3,h_6,hrel_6,hrel_t,tn,oc,cn,nc,d13c,d15n,d13ci,d15ni,cs_um,oc_p,nc_p,d13c_p,d15n_p,oc_r,nc_r,d13c_r,d15n_r,cs_um_p,m4.3_p,m79_p,m275_p,m1260_p,cs_um_r,m4.3_r,m79_r,m275_r,m1260_r,sv,cv,plot_e,log_slt,d13c_w,d18o_w,rci_i,climate,r0.2um,r0.6um,r79um,r275um,r1260um
373,373,372,300-400,1172,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.686269697,28.466454,69.926536,1.607007,2.03,6.46,20.7,0.00903461,0.81579445,0.17517091,0,0.00903461,0.81579445,0.1616224,0.01238244,0.00116607,0,0,5.262691,0.014096,0.147841,0.044084,0.613675904,0.741198396,0.467644121,0.815730961,0.315567812,0.750279294,0.213086464,2.446571237,13.39518733,0.074653678,-27.79017152,1.6652241,-27.79017152,1.6652241,0,2.106074383,0.076805713,-27.35063724,1.696942807,0.162341251,0.012846335,-0.335921039,-0.411289653,0.026522244,5.056420497,0.349811588,0.092729798,0.130498507,-0.110291147,0.080198689,-0.192847843,0.057222414,-0.418331237,,,,0.28142345,-4.189,-8.539,0.011627907,MCA,0,0,0.06842021,0.717601604,0.213978187
374,374,373,300-400,1169,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.67759697,30.209603,68.955778,0.834619,1.96,6.16,19.26,0.00973861,0.83068919,0.1595722,0,0.00973861,0.83068919,0.15222292,0.00734928,0,0,0,5.394904,0.011082,0,0,0.598817665,0.709884838,0.447887466,0.752873812,0.291251348,0.74104123,0.200946739,2.486225254,14.43465144,0.069277738,-27.84269913,1.842758881,-27.84269913,1.842758881,0,2.079407421,0.077040846,-27.33288388,1.717203713,0.456688928,-0.940628398,-0.501061683,0.437949179,-0.002050674,4.900569293,0.4289748,0.111772404,0.110718098,0.052905735,0.536955698,-0.397278976,-0.580050362,-0.461008034,,,,-0.211835751,-4.187,-8.692,0.013333333,MCA,0,0,1,0,0
375,375,374,300-400,1167,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.718230303,29.346185,69.739156,0.914657,1.98,6.35,20.04,0.00943471,0.82031537,0.1702499,0,0.00943471,0.82031537,0.1639987,0.0062512,0,0,0,5.25605,0.08937,0.021563,0,0.595359788,0.732744471,0.462310288,0.771397224,0.298417182,0.744923925,0.199941175,2.493984415,14.55252267,0.068716608,-27.94142693,1.899745354,-27.94142693,1.899745354,0,2.07809065,0.076764683,-27.27699516,1.717650543,0.363472484,-0.566661436,-0.728960747,0.443338667,-0.003497824,4.895155317,0.435048773,0.114336211,0.105989729,0.0165451,0.17020938,-0.102566014,0.020581873,-0.431050686,,,,-0.338021055,-4.187,-8.692,0.010869565,MCA,0,0,0.805621411,0.194378589,0
376,376,375,300-400,1164,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.764966667,28.963805,68.757243,2.278954,2.04,6.3,20.08,0.00806126,0.82638615,0.16555261,0,0.00806126,0.82638615,0.14310385,0.0102406,0.01220816,0,0,5.42305,0,0.0357,0.292,0.639562552,0.712962193,0.449829061,0.830081134,0.321119217,0.749128249,0.186440154,2.168833894,13.57168057,0.073682842,-27.5997481,1.45713638,-27.5997481,1.45713638,0,2.011354055,0.078657242,-27.1970687,1.744822322,-0.3234479,-0.110275314,-0.013475838,-1.125822636,0.002369635,4.967583807,0.340751109,0.11464173,0.131605965,-0.018824648,0.384499638,-0.207945047,0.010070779,0.752653491,,,,0.120519409,-4.222,-8.641,0.012658228,MCA,0,0,0,0.108941105,0.891058895
377,377,376,300-400,1161,,,1100-1201,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.671654545,29.255438,68.907629,1.837179,2.04,6.19,19.07,0.00769538,0.83829319,0.15401389,0,0.00769538,0.83829319,0.13729726,0.01304447,0.00367216,0,0,5.550965,0,0.163725,0.098198,0.627723879,0.683021596,0.430938647,0.772033849,0.298663462,0.744389546,0.181900396,1.997000407,12.80829433,0.078074408,-27.61732253,1.85909766,-27.61732253,1.85909766,0,2.044349134,0.077826182,-27.34081178,1.719072983,-0.400232542,0.402473682,-0.07380399,0.770542306,0.024473609,5.29053308,0.228894901,0.107811997,0.111696077,-0.13443028,0.059115866,0.035349295,0.453900174,-0.118907118,,,,-0.219477854,-4.33,-8.819,0.009615385,MCA,0,0,0,0.625088289,0.374911711
378,378,377,300-400,1158,,1150,1100-1200,hst,No-Event,1150 A.D.,0,14,n_evnt,evnt,1,0.681290909,33.826563,64.625723,1.547717,1.83,5.61,19.55,0.01143441,0.83608019,0.15248543,0,0.01143441,0.83608019,0.14046138,0.01026571,0.00175834,0,0,5.639249,0.06978,0.139375,0.044135,0.649271442,0.703437937,0.443819924,0.771365085,0.298404749,0.753578577,0.214357749,2.171775807,11.82013922,0.084601372,-28.03242123,2.121315137,-28.03242123,2.121315137,0,2.005270636,0.077608585,-27.11175157,1.779478592,0.515683381,0.97210255,-1.528112761,0.939231942,0.080202994,5.619608557,0.133672458,0.072649767,0.113591704,-0.414506607,-0.14142187,0.225590289,0.06321011,-0.304138764,,,1,0.000551604,-4.21,-8.709,0.011235955,MCA,0,0,0.275494492,0.550258597,0.174246911
379,379,378,300-400,1156,,1150,1100-1200,hst,No-Event,1150 A.D.,0,14,n_evnt,evnt,0.888888889,0.751957576,35.69445,61.51375,2.791803,1.69,5.43,19.15,0.01762794,0.83595066,0.14642143,0,0.01762794,0.83595066,0.12136066,0.0193772,0.00568357,0,0.110151,5.47164,0.009983,0.200542,0.14268,0.697717121,0.724653221,0.457205278,0.840697548,0.325226206,0.764643864,0.176422658,1.757165681,11.6199736,0.086058715,-27.48735938,2.135462128,-27.48735938,2.135462128,0.110151,1.921778928,0.079231576,-26.98184337,1.82628075,-0.720587248,0.450614055,0.087377405,0.608896112,0.06230049,5.720406203,0.059858503,0.090028301,0.104682259,0.395044905,-0.349866065,-0.008997103,0.187178838,0.194573934,,,1,0.009223416,-4.319,-8.804,0.012345679,MCA,0,0.237724342,0.021544989,0.432803287,0.307927382
380,380,379,300-400,1153,1150,1150,1100-1200,hst,1150 A.D.,1150 A.D.,11,14,evnt,evnt,0.777777778,0.710521212,38.854863,59.406029,1.739105,1.65,4.94,16.92,0.01799184,0.86081535,0.12119278,0,0.01799184,0.86081535,0.10581862,0.01537416,0,0,0.123982,5.880898,0.081756,0.080198,0,0.680081464,0.659405619,0.416038625,0.725910769,0.280820619,0.749389454,0.167682461,1.744968164,12.14078193,0.082367018,-26.96539763,2.311004375,-26.96539763,2.311004375,0.123982,1.912173594,0.08060601,-27.01944658,1.868606329,-0.144269369,-0.254701878,0.71839452,1.0724523,0.16734035,5.078871058,0.433315462,0.189602966,0.042263932,-0.319274178,1.247633251,-0.709212447,-0.748063826,-0.202018544,,,1,-0.316702039,-4.398,-8.993,0.011764706,MCA,0,0.433600526,0.285924123,0.280475351,0
381,381,380,300-400,1150,1150,1150,1100-1200,hst,1150 A.D.,1150 A.D.,11,14,evnt,evnt,0.666666667,0.842057576,28.840669,70.675385,0.483949,2.26,5.81,15.18,0.00052857,0.89879533,0.10067613,0,0.00052857,0.89879533,0.10067613,0,0,0,0,6.5454,0.118728,0,0,0.573172446,0.477570414,0.301313384,0.477570443,0.184749467,0.701100987,0.138292507,1.417210123,11.95590306,0.083640692,-25.7545965,1.770636141,-25.7545965,1.770636141,0,1.631248885,0.084175338,-26.6839077,1.984853381,-0.26130176,-0.205760261,1.813640069,-1.181366997,0.140427773,4.991510855,0.407328056,0.196585519,0.071723485,-0.724970697,1.588729243,-0.081325748,-0.362563264,-0.30367371,,,1,0.083436481,-4.391,-8.981,0.006329114,MCA,0,0,1,0,0
382,382,381,300-400,1150,1150,1150,1100-1200,hst,1150 A.D.,1150 A.D.,11,14,evnt,evnt,0.555555556,0.811221212,14.22228,85.766339,0.011382,3.12,9.2,22.37,0.00480654,0.75031453,0.24487894,0,0.00480654,0.75031453,0.24487894,0,0,0,0,3.736842,0,0,0,0.373296401,0.84503875,0.53316009,0.845038756,0.326905615,0.707290357,0.138294463,1.759167565,14.84052299,0.06738307,-25.77052002,1.953543772,-25.77052002,1.953543772,0,2.024367531,0.071721242,-26.72282417,1.68521021,-0.311669124,-0.574963366,0.805471031,1.099703771,0.060474375,4.387962306,0.695248541,0.238324504,0.040651396,-0.122460263,-1.885215869,-1.096223036,-0.235715488,-0.154592329,,,1,0.083436481,-4.391,-8.981,0.006329114,MCA,0,0,0,0,0
383,383,382,300-400,1150,1150,1150,1100-1200,hst,1150 A.D.,1150 A.D.,11,14,evnt,evnt,0.444444444,0.807045455,14.792218,84.444928,0.762854,2.88,10.86,29.16,0.00792058,0.6477252,0.34435422,0,0.00792058,0.6477252,0.34435422,0,0,0,0,2.960653,0.224597,0,0,0.421128294,0.990745589,0.62509087,0.990745589,0.383272712,0.738711058,0.171761061,2.490287708,16.91498433,0.05911918,-26.17356649,1.903929675,-26.17356649,1.903929675,0,2.215628517,0.067274786,-26.79398131,1.582208032,1.180093843,-0.834793144,0.106792641,0.731282741,0.051133807,3.988744725,0.919181514,0.225202751,0.050029496,-0.194343626,-0.973403498,-0.438999917,-0.055209524,-0.207724478,,,1,0.083436481,-4.391,-8.981,0.006329114,MCA,0,0,1,0,0
384,384,383,300-400,1150,1150,1150,1100-1200,hst,1150 A.D.,1150 A.D.,11,14,evnt,evnt,0.333333333,0.768660606,24.494008,75.116025,0.389969,2.24,7.11,20.27,0.00595983,0.81110926,0.18293093,0,0.00595983,0.81110926,0.18293093,0,0,0,0,4.971153,0.08826,0,0,0.52896972,0.73732287,0.465198937,0.737322884,0.285235428,0.730725007,0.178210221,2.061215217,13.49390101,0.074107554,-27.45240793,1.662036045,-27.45240793,1.662036045,0,1.954918025,0.076134084,-26.85662875,1.778346379,-0.207645,0.315189978,-1.952045975,-0.732579936,0.131908637,4.496635195,0.633533299,0.207854531,0.069914708,-0.6647735,1.30656707,-0.104702619,-0.034264233,-0.292775715,,,1,0.083436481,-4.391,-8.981,0.006329114,MCA,0,0,1,0,0
385,385,384,300-400,1147,,1150,1100-1200,hst,No-Event,1150 A.D.,0,14,n_evnt,evnt,0.222222222,0.700563636,25.630386,71.953012,2.416603,2.16,7.3,26.84,0.00623606,0.75777236,0.23599159,0,0.00623606,0.75777236,0.22484518,0.01114641,0,0,0,4.781895,0.314042,0,0,0.615079311,0.840528915,0.530314701,0.905313629,0.350223119,0.765753762,0.201177104,2.637361306,15.29459099,0.065382592,-28.8708543,1.707067314,-28.8708543,1.707067314,0,2.209709491,0.072993606,-27.14972528,1.68635704,0.923170993,-0.928353795,-2.761678024,0.196441585,-0.008627633,4.665917499,0.509141956,0.127785523,0.108830899,0.254258501,-0.148979626,0.441053699,0.20013831,-0.458662583,,,1,-0.292767735,-4.313,-9.063,0.012048193,MCA,0,0,1,0,0
386,386,385,300-400,1144,,1150,1100-1200,hst,No-Event,1150 A.D.,0,14,n_evnt,evnt,0.111111111,0.741357576,30.964363,66.724718,2.31092,1.93,6.03,19.75,0.01027256,0.83055236,0.15917509,0,0.01027256,0.83055236,0.1400636,0.01661005,0.00250144,0,0,5.467759,0.096781,0,0.0723,0.655403806,0.712343188,0.449438512,0.807334229,0.312319513,0.753419945,0.209254178,2.306312634,12.85851538,0.077769476,-27.64875845,1.875496721,-27.64875845,1.875496721,0,2.015637369,0.077337642,-27.04732858,1.788181559,0.001673077,0.623170081,0.857989658,0.256742639,0.038928065,5.264448173,0.273040708,0.087825564,0.12097014,-0.233145845,0.200745543,-0.081293157,0.089519843,-0.176664151,,,1,-0.012162132,-4.093,-9.16,0.010204082,MCA,0,0,0.572394296,0,0.427605704
387,387,386,300-400,1141,,1150,1100-1200,hst,No-Event,1150 A.D.,0,14,n_evnt,evnt,0,0.775245455,29.057023,69.479292,1.463682,2.02,6.31,19.54,0.00787528,0.82993088,0.16219381,0,0.00787528,0.82993088,0.15399081,0.008203,0,0,0,5.370428,0.121585,0.042335,0,0.613456283,0.703865579,0.444089736,0.750712931,0.290415405,0.744641897,0.185886715,1.977046959,12.40838966,0.080590635,-27.55344574,1.778001525,-27.55344574,1.778001525,0,1.950835137,0.07752567,-26.93368897,1.806113656,-0.443778357,0.402222863,-0.528250669,-0.187748276,0.037382298,5.365172638,0.191833048,0.098594793,0.121060268,-0.15031118,-0.124062901,0.126439324,0.076366334,-0.520878073,,,1,0.210073724,-4.033,-9.09,0.008,MCA,0,0,0.741733773,0.258266227,0
388,388,387,300-400,1138,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.741678788,27.464022,71.729993,0.805986,2.09,6.61,20.03,0.00754588,0.81974251,0.17271162,0,0.00754588,0.81974251,0.16857478,0.00413684,0,0,0,5.206902,0.108097,0,0,0.575364144,0.725842065,0.457955355,0.75400969,0.291690765,0.739673808,0.173974547,1.88895796,12.6672799,0.078943547,-27.59492548,1.693518083,-27.59492548,1.693518083,0,2.046887284,0.076776268,-27.21534061,1.726862508,-0.456198469,0.080644425,-0.020617637,-0.075456244,0.022428318,5.275087045,0.210028628,0.112047856,0.119044987,-0.068323468,-0.095813242,-0.115671855,-0.226084997,-0.485354173,,,,0.660379424,-3.624,-8.951,0.013333333,MCA,0,0,1,0,0
389,389,388,300-400,1135,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.777654545,23.97192,75.967781,0.060297,2.32,7.13,20.34,0.00414916,0.81164466,0.18420616,0,0.00414916,0.81164466,0.18420616,0,0,0,0,5.068561,0,0,0,0.505786928,0.72677681,0.458545114,0.726776796,0.281155644,0.725148064,0.13335197,1.412299836,12.35589653,0.080933018,-26.80480174,1.727590415,-26.80480174,1.727590415,0,1.968267265,0.07700551,-27.10266309,1.742224101,-1.165410084,0.396242785,1.059562761,-0.009626124,0.00221957,5.413394518,0.120510492,0.12905892,0.109552586,0.022425542,-0.423412223,-0.106311232,-0.109824241,-0.44385117,,,,0.6202036,-3.513,-8.897,0.012345679,MCA,0,0,0,0,0
390,390,389,300-400,1132,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.748745455,29.557766,68.120796,2.32144,2.02,6.21,20.1,0.00754515,0.82816764,0.16428723,0,0.00754515,0.82816764,0.14324474,0.01459676,0.00644573,0,0,5.475596,0.009711,0.142778,0.159578,0.645468611,0.706545544,0.445780606,0.815962427,0.315657355,0.751659667,0.180024303,1.972845518,12.78523545,0.07821522,-27.75923748,1.802509694,-27.75923748,1.802509694,0,2.020544151,0.078490117,-27.25577957,1.741090632,0.855128905,-0.328947373,-1.376739193,0.213249199,0.025044952,5.274776459,0.225492015,0.110510125,0.113327495,-0.13788866,0.494707084,-0.290339525,0.528084229,0.246008505,,,,-0.38821239,-3.416,-8.804,0.007407407,MCA,0,0,0.031118318,0.457523545,0.511358138
391,391,390,300-400,1129,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.719354545,30.083843,67.802983,2.113172,1.96,6.17,20.09,0.01005267,0.82560629,0.16434102,0,0.01005267,0.82560629,0.14502312,0.01419656,0.00512134,0,0,5.407981,0.010552,0.119891,0.136153,0.642924075,0.723118145,0.456236753,0.82506661,0.319179334,0.753608445,0.196592306,2.143764474,12.72205717,0.07860364,-27.92825794,2.036382811,-27.92825794,2.036382811,0,2.067959369,0.077857052,-27.3076522,1.721926107,0.28080826,0.126042644,-0.648019001,0.93935512,0.040193634,5.356409052,0.228436666,0.098090029,0.10593357,-0.187813101,-0.059675039,-0.141438251,-0.023966945,0.117513399,,,,0.196969404,-3.514,-8.804,0.006493506,MCA,0,0,0.039580489,0.449710423,0.510709088
392,392,391,300-400,1126,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.749227273,29.521475,68.619167,1.859356,2.02,6.19,19.26,0.0081175,0.83519924,0.15668324,0,0.0081175,0.83519924,0.13917837,0.01203176,0.00547311,0,0,5.501496,0,0.130333,0.132064,0.630513829,0.692348273,0.436823125,0.787175103,0.304520899,0.746087883,0.198344179,2.102102983,12.36463553,0.080875817,-28.01866161,1.872447638,-28.01866161,1.872447638,0,1.994341177,0.078565607,-27.23379789,1.748732141,0.146308874,0.272080415,-0.838937422,0.044976496,0.051323577,5.390528858,0.195558039,0.093159902,0.117626188,-0.22702012,0.117134906,-0.087898198,0.065010546,0.053164218,,,,0.306302522,-3.555,-8.824,0.01010101,MCA,0,0,0,0.496701563,0.503298437
393,393,392,300-400,1123,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.733487879,26.969374,71.062674,1.967948,2.13,6.65,20.53,0.00664237,0.81778309,0.1755745,0,0.00664237,0.81778309,0.15663777,0.01106977,0.00786696,0,0,5.240083,0,0.075848,0.191803,0.613032791,0.726044936,0.458083353,0.831219985,0.321559785,0.746992114,0.176907752,1.838972493,12.12760824,0.082456489,-27.65337877,1.76305752,-27.65337877,1.76305752,0,2.059617623,0.077493223,-27.24717207,1.715961762,-0.762628995,0.532389496,0.124508407,0.012639157,0.042627999,5.440184505,0.144821463,0.101677543,0.120070959,-0.160599496,-0.342831496,-0.009941015,-0.211931163,0.313919546,,,,0.064069289,-3.103,-8.756,0.00617284,MCA,0,0,0,0.283383959,0.716616041
394,394,393,300-400,1120,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.787451515,29.552791,67.956706,2.490506,2,6.25,20.7,0.00851294,0.8212514,0.17023569,0,0.00851294,0.8212514,0.14756589,0.01616768,0.00650212,0,0,5.399146,0.010503,0.147873,0.162283,0.650574373,0.726706124,0.458500516,0.842669615,0.325989106,0.755666772,0.178261688,1.714177822,11.21875456,0.089136454,-27.55525358,1.749309035,-27.55525358,1.749309035,0,2.017591413,0.078660818,-27.22244035,1.748424666,-0.39925318,1.117235824,-0.183379134,-0.049825076,0.075911908,5.710517356,0.026021665,0.082338501,0.130577139,-0.361996982,-0.292936426,0.198672026,0.319432047,0.114780515,,,,0.041387204,-3.22,-8.856,0.006896552,MCA,0,0,0.032754421,0.461153437,0.506092141
395,395,394,300-400,1117,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.747460606,31.062673,66.165861,2.771469,1.99,5.93,19.65,0.00568561,0.83893168,0.15538274,0,0.00568561,0.83893168,0.1287906,0.01712618,0.00946596,0,0,5.683481,0,0.126647,0.235355,0.669773309,0.67234393,0.42420179,0.799921576,0.309451907,0.750579061,0.16323856,1.578044889,11.27829335,0.088665897,-27.31752345,1.679769598,-27.31752345,1.679769598,0,1.982363393,0.0793748,-27.24349129,1.759332174,-0.515497609,0.542421841,0.251356518,-0.256036755,0.062900812,5.681746133,0.020825718,0.091511218,0.130293925,-0.236695915,0.203263962,-0.021752401,-0.081748224,0.455902998,,,,-0.335359028,-3.194,-8.767,0.00877193,MCA,0,0,0,0.349851658,0.650148342
396,396,395,300-400,1114,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.683218182,30.58178,68.337276,1.080946,1.96,6.05,18.98,0.00926964,0.83749137,0.15323901,0,0.00926964,0.83749137,0.14462403,0.00560515,0.00300983,0,0,5.528525,0.014545,0.090633,0.073825,0.611162487,0.691562617,0.436327432,0.74745367,0.28915455,0.743486637,0.180419721,1.999571059,12.93003279,0.077339324,-27.79454056,2.156822677,-27.79454056,2.156822677,0,2.030195994,0.077747022,-27.30465251,1.727776471,0.632428377,-0.743810903,-0.901189653,1.464324614,0.024839063,5.359671478,0.223892104,0.111539384,0.092390575,-0.042161111,0.227755063,-0.436632695,-0.187625519,-0.121159679,,,,0.842128317,-3.301,-8.566,0.007575758,MCA,0,0,0.081255621,0.506321123,0.412423255
397,397,396,300-400,1111,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.715981818,34.208349,63.421927,2.369717,1.84,5.49,18.28,0.01101495,0.8513575,0.13762748,0,0.01101495,0.8513575,0.11558992,0.01334616,0.0086914,0,0,5.845318,0.003628,0.138474,0.211145,0.677614684,0.663073473,0.418352783,0.771735879,0.298548191,0.751529835,0.184108318,1.977638955,12.53200006,0.079795723,-27.8069442,1.961912415,-27.8069442,1.961912415,0,1.978320868,0.07956427,-27.28751413,1.761448984,0.052155258,0.062887024,-0.459825613,0.162873667,0.036987114,5.391045627,0.192895944,0.103796333,0.107428354,-0.170037139,0.50679605,-0.08753706,0.192098929,0.468361753,,,,-0.096764277,-3.534,-8.668,0.005847953,MCA,0,0,0.010270434,0.392003329,0.597726237
398,398,397,300-400,1108,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.703615152,30.898498,66.692432,2.40907,1.96,6.03,21.09,0.00846938,0.82280431,0.16872631,0,0.00846938,0.82280431,0.15887887,0.00984744,0,0,0,5.524493,0.273924,0.020064,0,0.657928552,0.722980319,0.456149794,0.777126895,0.300633721,0.757300301,0.180913878,1.805355843,11.6422715,0.085893891,-27.64454047,1.802708947,-27.64454047,1.802708947,0,2.125421701,0.077015014,-27.35712128,1.721440247,-0.829809779,1.240479861,0.044822223,0.036369284,0.062208878,5.592555047,0.084964137,0.089884765,0.123662819,-0.293451154,-0.38537482,0.72962259,-0.3631408,-0.588361448,,,,0.663124737,-3.342,-8.603,0.008474576,MCA,0,0,0.931752316,0.068247684,0
399,399,398,300-400,1105,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.717909091,31.064757,65.047812,3.887432,1.93,6.07,23.37,0.00953338,0.80861974,0.18184689,0,0.00953338,0.80861974,0.16209097,0.01975592,0,0,0,5.409021,0.324028,0.102837,0,0.700114839,0.759009211,0.478881494,0.849169149,0.328503469,0.77073121,0.176174461,1.976750324,13.09048257,0.076391378,-27.44296702,1.778997792,-27.44296702,1.778997792,0,2.189660308,0.076659514,-27.4063683,1.703194027,0.010792464,-0.693605104,0.272336979,0.15212811,0.010545875,5.201432628,0.257822626,0.114513125,0.113251003,0.037427866,0.325295139,-0.155998919,0.180287979,-0.458615548,,,,0.022053382,-3.382,-8.521,0.004329004,MCA,0,0,0.759087768,0.240912232,0
400,400,399,300-400,1102,,,1100-1200,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.726421212,28.63231,68.516615,2.851074,2.02,6.48,22.5,0.00862506,0.80500355,0.18637138,0,0.00862506,0.80500355,0.17402518,0.0123462,0,0,0,5.210683,0.293293,0.019017,0,0.654069595,0.762773542,0.481256523,0.828330117,0.320441831,0.762213596,0.176213556,2.016735415,13.3523098,0.074893409,-27.17912374,1.75429037,-27.17912374,1.75429037,0,2.173972663,0.076069205,-27.33800944,1.698944337,-0.033345185,-0.146735782,0.365315381,0.092658869,0.000424839,5.137181795,0.28949996,0.115219992,0.114829657,0.014036986,-0.03431836,-0.0982384,-0.310854457,-0.469460224,,,,0.468966183,-3.051,-8.517,0.014285714,MCA,0,0,0.939108578,0.060891422,0
401,401,400,300-400,1099,,,1000-1100,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.714857576,26.121478,70.490517,3.388004,2.13,7.13,28.02,0.00747897,0.76070996,0.23181106,0,0.00747897,0.76070996,0.22106769,0.01074337,0,0,0,4.885709,0.435273,0.113893,0,0.647943932,0.841870292,0.531161016,0.904613351,0.349952214,0.773595188,0.212191455,2.368718437,13.02363866,0.076783457,-27.8206808,1.759051543,-27.8206808,1.759051543,0,2.283620395,0.074367021,-27.39298998,1.647491626,0.497816699,0.429077144,-1.05610296,0.29573436,0.03678057,5.177342266,0.301397406,0.089548306,0.126560719,-0.206918545,-0.442724393,0.29458172,0.39469914,-0.521085697,,,,-0.436316226,-2.76,-8.61,0.005,MCA,0,0,0.792607335,0.207392665,0
402,402,401,400-580,1096,,,1000-1100,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.735575758,28.167579,70.270366,1.562053,2.11,6.38,20.12,0.00485659,0.82805501,0.16708838,0,0.00485659,0.82805501,0.16293471,0.00322213,0.00093154,0,0,5.483903,0.215377,0,0.029733,0.609659264,0.694032801,0.437885944,0.725279102,0.280576257,0.743263154,0.185818198,2.117936211,13.29754351,0.07520186,-27.61402218,1.875626959,-27.61402218,1.875626959,0,2.026108406,0.077432745,-27.22578491,1.744165715,0.088574835,-0.494406837,-0.269541188,0.29667513,0.013227646,5.174896231,0.288553388,0.110966045,0.109290395,-0.01733484,0.607023258,-0.38023956,-0.479073798,-0.307612005,,,,-0.276650461,-2.884,-8.555,0.00990099,MCA,0,0,0.87869528,0,0.12130472
